dzien,Pięcioksiąg i historyczne,Prorocy,Mądrościowe,Psalm,Ewangelie i Dzieje,Listy i Apokalipsa,znaki,linki
136,1 Mch 3,Jon 2-4; Mi 1-3,Syr 37,Ps 136,Dz 16,Ap 8,28314,https://biblia.deon.pl/otworz.php?skrot=1%20Mch%203 https://biblia.deon.pl/otworz.php?skrot=Jon%202 https://biblia.deon.pl/otworz.php?skrot=Jon%203 https://biblia.deon.pl/otworz.php?skrot=Jon%204 https://biblia.deon.pl/otworz.php?skrot=Mi%201 https://biblia.deon.pl/otworz.php?skrot=Mi%202 https://biblia.deon.pl/otworz.php?skrot=Mi%203 https://biblia.deon.pl/otworz.php?skrot=Syr%2037 https://biblia.deon.pl/otworz.php?skrot=Ps%20136 https://biblia.deon.pl/otworz.php?skrot=Dz%2016 https://biblia.deon.pl/otworz.php?skrot=Ap%208
137,1 Mch 4-5,Mi 4,Syr 38,Ps 137,Dz 17,Ap 9,29778,https://biblia.deon.pl/otworz.php?skrot=1%20Mch%204 https://biblia.deon.pl/otworz.php?skrot=1%20Mch%205 https://biblia.deon.pl/otworz.php?skrot=Mi%204 https://biblia.deon.pl/otworz.php?skrot=Syr%2038 https://biblia.deon.pl/otworz.php?skrot=Ps%20137 https://biblia.deon.pl/otworz.php?skrot=Dz%2017 https://biblia.deon.pl/otworz.php?skrot=Ap%209
138,1 Mch 6-7,Mi 5-7,Syr 39,Ps 138,Dz 18,,29642,https://biblia.deon.pl/otworz.php?skrot=1%20Mch%206 https://biblia.deon.pl/otworz.php?skrot=1%20Mch%207 https://biblia.deon.pl/otworz.php?skrot=Mi%205 https://biblia.deon.pl/otworz.php?skrot=Mi%206 https://biblia.deon.pl/otworz.php?skrot=Mi%207 https://biblia.deon.pl/otworz.php?skrot=Syr%2039 https://biblia.deon.pl/otworz.php?skrot=Ps%20138 https://biblia.deon.pl/otworz.php?skrot=Dz%2018
139,1 Mch 8-9,Na 1-2,Syr 40,Ps 139,Dz 19,Ap 10,29232,https://biblia.deon.pl/otworz.php?skrot=1%20Mch%208 https://biblia.deon.pl/otworz.php?skrot=1%20Mch%209 https://biblia.deon.pl/otworz.php?skrot=Na%201 https://biblia.deon.pl/otworz.php?skrot=Na%202 https://biblia.deon.pl/otworz.php?skrot=Syr%2040 https://biblia.deon.pl/otworz.php?skrot=Ps%20139 https://biblia.deon.pl/otworz.php?skrot=Dz%2019 https://biblia.deon.pl/otworz.php?skrot=Ap%2010
140,1 Mch 10,Na 3; Ha 1-3,Syr 41,Ps 140,,Ap 11,28007,https://biblia.deon.pl/otworz.php?skrot=1%20Mch%2010 https://biblia.deon.pl/otworz.php?skrot=Na%203 https://biblia.deon.pl/otworz.php?skrot=Ha%201 https://biblia.deon.pl/otworz.php?skrot=Ha%202 https://biblia.deon.pl/otworz.php?skrot=Ha%203 https://biblia.deon.pl/otworz.php?skrot=Syr%2041 https://biblia.deon.pl/otworz.php?skrot=Ps%20140 https://biblia.deon.pl/otworz.php?skrot=Ap%2011
141,1 Mch 11,So 1-2,Syr 42,Ps 141,Dz 20,Ap 12-13,27704,https://biblia.deon.pl/otworz.php?skrot=1%20Mch%2011 https://biblia.deon.pl/otworz.php?skrot=So%201 https://biblia.deon.pl/otworz.php?skrot=So%202 https://biblia.deon.pl/otworz.php?skrot=Syr%2042 https://biblia.deon.pl/otworz.php?skrot=Ps%20141 https://biblia.deon.pl/otworz.php?skrot=Dz%2020 https://biblia.deon.pl/otworz.php?skrot=Ap%2012 https://biblia.deon.pl/otworz.php?skrot=Ap%2013
142,1 Mch 12-13,So 3,Syr 43,Ps 142,Dz 21,Ap 14,28808,https://biblia.deon.pl/otworz.php?skrot=1%20Mch%2012 https://biblia.deon.pl/otworz.php?skrot=1%20Mch%2013 https://biblia.deon.pl/otworz.php?skrot=So%203 https://biblia.deon.pl/otworz.php?skrot=Syr%2043 https://biblia.deon.pl/otworz.php?skrot=Ps%20142 https://biblia.deon.pl/otworz.php?skrot=Dz%2021 https://biblia.deon.pl/otworz.php?skrot=Ap%2014
143,1 Mch 14-15,Ag 1-2,Syr 44,Ps 143,Dz 22,Ap 15-16,29129,https://biblia.deon.pl/otworz.php?skrot=1%20Mch%2014 https://biblia.deon.pl/otworz.php?skrot=1%20Mch%2015 https://biblia.deon.pl/otworz.php?skrot=Ag%201 https://biblia.deon.pl/otworz.php?skrot=Ag%202 https://biblia.deon.pl/otworz.php?skrot=Syr%2044 https://biblia.deon.pl/otworz.php?skrot=Ps%20143 https://biblia.deon.pl/otworz.php?skrot=Dz%2022 https://biblia.deon.pl/otworz.php?skrot=Ap%2015 https://biblia.deon.pl/otworz.php?skrot=Ap%2016
144,1 Mch 16; 2 Mch 1,Za 1-5,Syr 45,Ps 144,Dz 23,Ap 17,29187,https://biblia.deon.pl/otworz.php?skrot=1%20Mch%2016 https://biblia.deon.pl/otworz.php?skrot=2%20Mch%201 https://biblia.deon.pl/otworz.php?skrot=Za%201 https://biblia.deon.pl/otworz.php?skrot=Za%202 https://biblia.deon.pl/otworz.php?skrot=Za%203 https://biblia.deon.pl/otworz.php?skrot=Za%204 https://biblia.deon.pl/otworz.php?skrot=Za%205 https://biblia.deon.pl/otworz.php?skrot=Syr%2045 https://biblia.deon.pl/otworz.php?skrot=Ps%20144 https://biblia.deon.pl/otworz.php?skrot=Dz%2023 https://biblia.deon.pl/otworz.php?skrot=Ap%2017
145,2 Mch 2-4,Za 6-7,Syr 46,Ps 145,Dz 24,,29500,https://biblia.deon.pl/otworz.php?skrot=2%20Mch%202 https://biblia.deon.pl/otworz.php?skrot=2%20Mch%203 https://biblia.deon.pl/otworz.php?skrot=2%20Mch%204 https://biblia.deon.pl/otworz.php?skrot=Za%206 https://biblia.deon.pl/otworz.php?skrot=Za%207 https://biblia.deon.pl/otworz.php?skrot=Syr%2046 https://biblia.deon.pl/otworz.php?skrot=Ps%20145 https://biblia.deon.pl/otworz.php?skrot=Dz%2024
146,2 Mch 5-7,Za 8,Syr 47,Ps 146,,Ap 18-19,28952,https://biblia.deon.pl/otworz.php?skrot=2%20Mch%205 https://biblia.deon.pl/otworz.php?skrot=2%20Mch%206 https://biblia.deon.pl/otworz.php?skrot=2%20Mch%207 https://biblia.deon.pl/otworz.php?skrot=Za%208 https://biblia.deon.pl/otworz.php?skrot=Syr%2047 https://biblia.deon.pl/otworz.php?skrot=Ps%20146 https://biblia.deon.pl/otworz.php?skrot=Ap%2018 https://biblia.deon.pl/otworz.php?skrot=Ap%2019
147,2 Mch 8,Za 9-12,Syr 48,Ps 147,Dz 25-26,Ap 20,28284,https://biblia.deon.pl/otworz.php?skrot=2%20Mch%208 https://biblia.deon.pl/otworz.php?skrot=Za%209 https://biblia.deon.pl/otworz.php?skrot=Za%2010 https://biblia.deon.pl/otworz.php?skrot=Za%2011 https://biblia.deon.pl/otworz.php?skrot=Za%2012 https://biblia.deon.pl/otworz.php?skrot=Syr%2048 https://biblia.deon.pl/otworz.php?skrot=Ps%20147 https://biblia.deon.pl/otworz.php?skrot=Dz%2025 https://biblia.deon.pl/otworz.php?skrot=Dz%2026 https://biblia.deon.pl/otworz.php?skrot=Ap%2020
148,2 Mch 9-11,Za 13-14; Ml 1,Syr 49,Ps 148,,,26384,https://biblia.deon.pl/otworz.php?skrot=2%20Mch%209 https://biblia.deon.pl/otworz.php?skrot=2%20Mch%2010 https://biblia.deon.pl/otworz.php?skrot=2%20Mch%2011 https://biblia.deon.pl/otworz.php?skrot=Za%2013 https://biblia.deon.pl/otworz.php?skrot=Za%2014 https://biblia.deon.pl/otworz.php?skrot=Ml%201 https://biblia.deon.pl/otworz.php?skrot=Syr%2049 https://biblia.deon.pl/otworz.php?skrot=Ps%20148
149,2 Mch 12-13,Ml 2,Syr 50,Ps 149,Dz 27,Ap 21,26493,https://biblia.deon.pl/otworz.php?skrot=2%20Mch%2012 https://biblia.deon.pl/otworz.php?skrot=2%20Mch%2013 https://biblia.deon.pl/otworz.php?skrot=Ml%202 https://biblia.deon.pl/otworz.php?skrot=Syr%2050 https://biblia.deon.pl/otworz.php?skrot=Ps%20149 https://biblia.deon.pl/otworz.php?skrot=Dz%2027 https://biblia.deon.pl/otworz.php?skrot=Ap%2021
150,2 Mch 14-15,Ml 3,Syr 51,Ps 150,Dz 28,Ap 22,27060,https://biblia.deon.pl/otworz.php?skrot=2%20Mch%2014 https://biblia.deon.pl/otworz.php?skrot=2%20Mch%2015 https://biblia.deon.pl/otworz.php?skrot=Ml%203 https://biblia.deon.pl/otworz.php?skrot=Syr%2051 https://biblia.deon.pl/otworz.php?skrot=Ps%20150 https://biblia.deon.pl/otworz.php?skrot=Dz%2028 https://biblia.deon.pl/otworz.php?skrot=Ap%2022
